Veronica	[-0.09511344781768964, 0.09296490506838603, -0.09511344781750794, 0.11511651549394014, -0.09511141907495511, 0.09511325245562706, 0.11511468005643187, 0.11511468005644783, 0.09298411325701482, 0.09509220864996058, 0.09509221053254527, -0.09511141905737754, -0.11513388861503276, 0.09509404426699657, -0.09276116628670153, -0.0950940459540301, -0.09296488372350588, 0.1151338886167351, 0.0951134459545348, -0.09511344800963734, 0.11513389047988994, 0.1151357257254347, 0.09490970922967226, 0.09509219141890819, -0.09509199792205317, -0.09276095332566547, 0.11511468024856113, -0.09509221069109085, -0.09511325245751234, -0.09509219122522482, 0.09511325449675699, 0.09511325433652675, 0.11533967562082653, -0.09276116611059591, 0.11533946264394869, 0.09511325451261642, 0.11531839955024029, 0.09509404408919012, -0.11744572467224786, 0.09488825708336304, -0.094888469886005, -0.09490951367394382, 0.09511346543437452, 0.11511468024857864, 0.09511325247337192, -0.09488846987016153, -0.09490951367395961, -0.0950921912269445, 0.11511468024856267, -0.09511141721196757, -0.09276116442354672, 0.0951132524556269, 0.11511468211155021, 0.0951113977285241, -0.09488847192698363, 0.09511325247507427, 0.09298596629692019, -0.09276095350178848, 0.09276116442184436, 0.09488845058227077, 0.09511344612877067, 0.09511325245579419, 0.09276095144308079, 0.11531841901251827, 0.11511468209569095, -0.09509220864996061, 0.11513389047817164, -0.09509221070696607, 0.0951132524575125, -0.09511344801135689, -0.09490951367395976, -0.0948884698684434, -0.09509219140305031, -0.09511139978536216, -0.09511141907512256, 0.09489030530748827, -0.09490951571492244, -0.09511346728150263, 0.0927609534840436, 0.09511141701830032, -0.09298411137613262, 0.09489032479093158, -0.11511448675325865, -0.09298594867849963, -0.11746676828236272, 0.11511468211343566, -0.09489030734676612, 0.09296490506666631, -0.09511141907325292, 0.11511468005644783, 0.09511325264931167, -0.09511325431878173, 0.09511327193735235, 0.09511325432065137, 0.09488845263909162, -0.11511466264943941, -0.09511325245734521, -0.09296469022476543, -0.11746678961138188, 0.09511141719423866]
Burke	[0.08975956695955678, -0.08975956851056585, -0.09185677703868055, 0.11178765220422826, 0.11197107411674133, -0.0918393604199343, 0.11197107242119454, 0.11197107256573356, -0.11196943815356614, 0.09167335680449736, 0.11197107411672652, -0.1119710562615065, 0.08992393599800308, 0.09185676228529038, -0.0916749912166632, 0.08974053053423843, 0.0897405289693301, -0.08974230549479796, 0.09185500206406286, 0.09167335680464173, 0.11196929746229389, -0.08994135276422768, 0.111971072565732, -0.09185677703703773, -0.09167319980885524, 0.1117702647843408, -0.11005549299131337, 0.1119538109562912, 0.1098549957929845, -0.0918567787343422, -0.09185677703868053, -0.11197105781398607, -0.08974053053588123, 0.11003662647660188, 0.11195205073517854, -0.08994135290890962, 0.11177202515160566, -0.0918551573798755, 0.09183774075967352, 0.09185677718484754, 0.09185677873434207, 0.09185676244703007, 0.09185677703719548, 0.09185677703867927, -0.11197107395516054, 0.0916559694001961, 0.11197107413244356, 0.09165595324347958, 0.08974070197863762, -0.09185514277105228, 0.0918377392101642, 0.11177025003083577, 0.10985661561349974, 0.09185676242997236, -0.09185677702310785, 0.11197090252780441, 0.0899413544771061, 0.08974053053425324, 0.11197107411822624, -0.10987222792992091, -0.11177204145434597, 0.09167321611322496, -0.11003840143551721, -0.08993957780397166, -0.0897405289677007, -0.09185660712971772, -0.11197107242120921, -0.09185677703868067, 0.11177025019120658, -0.11197091710536723, 0.10987208722145851, -0.089941354459904, -0.09185677873584193, 0.091855142624884, -0.11197107240400699, 0.08974054512753311, -0.09185677703853617, 0.09183773904829483, 0.11178928800550432, 0.09185677702163747, 0.11005564969775074, -0.09167499278321559, 0.1119710578280737, 0.1119710725829342, -0.11197107241956512, 0.09185677858804552, 0.09185677703868055, -0.11195382569260894, 0.09167483577201406, 0.11197107241957979, 0.09185677703868053, -0.10985482435021471, -0.09167499107199592, 0.09185662173855573, -0.08974053051868042, -0.09183936027213788, -0.10985661546733287, 0.08992231648523405, -0.09185676228380521, 0.11196943815372404]
Bing	[-0.11544793597731677, 0.09483884261635421, 0.09680708621875266, -0.09484115107843476, -0.0948188709283392, 0.0948411510761812, -0.11741363129119353, -0.09483884283650745, -0.0948388428362523, 0.09484115107618098, -0.09481887092857384, 0.09483908222192236, 0.09680708622121428, 0.09680915507279714, -0.09699886207348903, -0.0948411510548314, 0.0948388428362523, -0.09699679321965263, 0.09503109746498227, -0.094839082222157, -0.09483908222215498, -0.11563761864161998, -0.0948390822479444, -0.11760357789815146, 0.11563764273427296, 0.09678480607088812, -0.09701907336974641, 0.1173936596034332, 0.09699910146157817, -0.09484115105482914, 0.11762585805068615, 0.09699910146157793, 0.11563764275806598, 0.09484115107620372, 0.09481680209566683, -0.09483908222215723, -0.09483908224794663, 0.11544586692644522, 0.09484115105483161, 0.11544565138748306, 0.09502878922305721, -0.09483886670872932, 0.09483908224573788, -0.09680687070532498, 0.09503083398693732, -0.09483908222436374, -0.11544565138502164, -0.09483908222189984, 0.09483884283897112, -0.11565785405141447, -0.095030858077126, -0.09699679322188189, -0.0969990775893536, -0.094839082222157, 0.1174136315116017, -0.09483908222215723, 0.09503083398693732, 0.09699907758933109, 0.09484115105262264, 0.09680915507500588, 0.09484115107841001, 0.09484115107620349, 0.0969988620759304, -0.09503109768539046, 0.11762585807182564, 0.09483908222436374, -0.09699910168172894, -0.11563788214348111, -0.11544565138748532, -0.09680687070532501, 0.09481911031152733, -0.09484112698357322, -0.11544586692669812, -0.09678687489914725, -0.09680708621872812, -0.09699907758909866, -0.0948390822479446, 0.09483884283650745, 0.09503109770873869, -0.11760357792396112, 0.09483886692890263, 0.094839082222157, -0.09483908224794439, 0.09680915507256428, 0.09483884283650745, -0.0969988620759304, 0.09481887092833897, -0.09483908222436353, -0.09483908222189984, 0.11544565160740122, -0.09483910631455242, 0.09680711031358943, 0.09484136659183769, -0.09503107361854754, -0.09699657792642077, 0.09699910168198611, 0.11565785383124094, 0.09483884286229462, -0.094839082222157, 0.09484115105506401]
Kevin	[0.09917968096633165, -0.097165463831067, -0.09716329855439108, -0.0989703507696521, 0.09897057422685072, 0.09695400879956645, 0.09697437445895453, -0.09896820653966026, 0.09896820653947105, -0.09716544443570865, -0.117950279424366, 0.09697417022486104, 0.0989684301689409, -0.09695421286121768, 0.0969741702248612, 0.09697417204828866, 0.09697417022507032, -0.09695421303348872, -0.09697417022488092, -0.09896820671194935, 0.0969539914167335, 0.09897035076790883, 0.09697631447191046, 0.09697439385433296, 0.09716329838211815, -0.09718562525636329, -0.09896822593659406, -0.09697417024172751, 0.09917965974775309, -0.09716350263285461, -0.0991594807485555, -0.09697439385414353, -0.0971656451952384, 0.09697439385433107, -0.0971654426289403, -0.09697653806764753, 0.09697417223740802, 0.09697417022505213, -0.09896820653967996, -0.11795264728769445, -0.09697417022507014, 0.09697439385433106, -0.09697439366540245, -0.09896820653947105, -0.09697417022486102, 0.09697437265239546, -0.09695401062473513, -0.0969542130354231, -0.1199690086512076, 0.09915970255617353, -0.09897057438244487, -0.09915970255634457, 0.09697653607198504, 0.09697417022486123, 0.09697417022486121, 0.09896820672840305, -0.09716566441834353, -0.0991818232006428, -0.09896820653948905, -0.09697419125450757, 0.09716566624175275, 0.09695421102113116, -0.09697633366128278, 0.09697417022486123, -0.0989703699927591, 0.09697417022507034, 0.09915970255636257, -0.09697439185863406, -0.09915949995655712, 0.096952068803477, -0.09897057439910377, -0.09697417039713246, -0.09697417204826879, -0.09697417204826879, 0.09897055317857488, 0.09697417022488092, 0.09697418962021956, -0.1177613556921014, 0.09917986417077858, -0.11994431574073881, 0.09915970255615554, -0.09695421303544113, 0.11996664096384613, 0.09695421286138703, 0.09697651688238713, -0.09915970255636275, 0.09697417022488092, -0.11994668158803388, 0.11996664079176393, -0.097165444626573, -0.09896840896683574, -0.11795027942610928, -0.09697417022311794, 0.09695400861044522, 0.09697437263554887, 0.09697633383355234, -0.09697417024170953, 0.09697417022311791, -0.09695398957666858, 0.11975518758348187]
worker	[-0.10470877520895516, -0.10453839398112404, 0.10471053723469716, -0.08445635933010341, 0.1046937456720481, -0.08606560233672289, -0.10471053725384968, -0.08621917217943117, 0.08623613275266909, 0.10469215513589271, -0.10275700753946697, 0.10452321332372239, 0.10469196577555881, 0.1047105553062541, -0.0862193433058943, -0.10471055724047303, -0.08623774539296691, -0.10470877520880954, 0.10470894653622806, -0.10469217320761026, -0.1047089465360506, 0.1046937639252319, -0.0862377434585875, -0.08428419782334823, 0.0860487927026945, 0.10469215515338375, 0.10454000472222202, -0.10453839573373111, 0.10471055530623907, -0.1027586186261633, -0.0843009872702819, -0.10471072661432744, 0.08621934330589429, 0.08445635719688048, 0.10469198382778735, -0.10275683834543219, 0.10275700967267469, -0.08621917393036338, -0.10471055725798087, -0.10453839593470476, 0.10471053725220647, -0.10292916924352115, -0.10452338251593647, 0.10275862039460351, 0.10469215302001682, -0.08447331970253022, 0.10277380103633302, -0.10454000470472921, 0.10471055530807459, 0.10294434952017832, -0.08621917197847596, -0.104708946534553, 0.0860487927043694, -0.10470896458844159, 0.10471072661432904, -0.10275700947354009, 0.08623594530725583, -0.10294435163769869, -0.10471055530623746, 0.1047105555071924, 0.10452321332370544, -0.10469376392523208, 0.10275700967267486, 0.1046937660604379, -0.1046921732091095, -0.10294436970761114, -0.10454000488817819, -0.10275860039064974, -0.10471053707056151, -0.10294435147208078, -0.10471053723635688, 0.10452143322626105, 0.08604879077012038, 0.10275700967283549, 0.10469376606042109, -0.0860504014745412, -0.10275860018967627, -0.1045214151738715, -0.1047089465362295, 0.08606560213942739, 0.10452321352284176, -0.08622112320236872, 0.10470896458845663, -0.1047105553062389, 0.10471053707240043, -0.10471072645022524, 0.10275878763526668, 0.10470894653456804, 0.1027587895711605, 0.08623791478250853, 0.10275700947189559, 0.1029275602725381, -0.10275861844302232, 0.0842841976418972, 0.10277380085290243, 0.10471055530807623, -0.10452321352451681, 0.10275700967119064, -0.08606719499059164, 0.10469215513771306]
Pete_Becker	[-0.09570473573660168, 0.09361863125923502, -0.09363667741431814, -0.09552328253706652, -0.09552328114581866, 0.11578794328334194, -0.11578794328349482, -0.09570490616167235, 0.09361689755851749, -0.09361878199892806, 0.11388327384078756, -0.0936186132557643, 0.09363479285714923, 0.1157681634121941, -0.09361689755981284, -0.09381639848086146, -0.09361706800025746, 0.09361689755837807, 0.09361878353751735, -0.09361689755837807, -0.093616897558519, -0.09568529501960828, 0.0938165687458177, -0.09363494373011857, 0.09361691556184877, -0.0938164163077166, 0.0937985210228739, 0.0936366774295406, 0.11371969826067482, -0.09568702872032428, 0.09552328269847173, 0.09552154899905092, -0.11370166681304271, 0.09570317401490615, 0.11578794312195004, -0.11390132172501626, 0.1155884422148123, -0.0936169139952671, 0.09363494544274635, -0.0957030037485136, 0.09570490616310576, -0.09380040716198376, 0.11370183710599255, -0.09379852118298541, 0.09381656889345327, -0.09361689755851764, 0.09361706799880923, -0.09570490601562612, 0.09570490616310562, 0.09361706800010458, -0.11370183710728805, -0.09361878199878834, -0.11371954410818999, 0.09361879984085261, 0.1136999346802022, -0.09568702871903029, 0.09552326485656353, -0.09361689755837807, -0.09568514258121305, 0.09361706628618284, 0.11369995268094261, -0.09361878198356756, 0.11371798256328844, -0.11578794328335691, -0.09381639846565537, 0.09361879997167624, -0.11578794173070235, -0.1157700494039654, 0.0936347750024549, -0.09361691384792564, 0.1137197145486346, 0.09361706785276284, -0.09361863125938956, -0.11578792684790266, 0.09361689755981284, -0.0936186134173268, -0.09570317417617345, 0.09550523481424439, -0.09381830089260179, 0.09570473572124256, -0.09363494544289935, 0.09361689755851749, 0.11578621113515442, 0.115769895413055, 0.11578794312208959, -0.09361691400790036, 0.09568512629194444, -0.11578622743992428, 0.11576816341233366, 0.09380025302374827, -0.0936186132557643, -0.09363477516256627, -0.09361691384792566, -0.09361861341732544, -0.11578604242155738, -0.09363477500102134, 0.09361706628618269, 0.09361691384777263, 0.09361878353751735, -0.09380023673432526]
Dan	[0.10653844659645692, -0.08644351210619085, 0.08644514787715817, -0.0862766532006734, -0.08823255900330639, 0.10476554188777071, 0.08645949741033025, 0.10476701898926243, 0.08627813016303497, -0.10635560401677507, -0.10637160168077792, -0.10653844645594249, 0.10635414252565407, -0.1065386052512103, -0.08627666867179588, -0.08806538278686357, -0.10653846192718412, -0.0880480962777267, 0.10653844510423156, 0.10476701735790575, 0.10653698348731719, 0.10653860361874264, -0.10637160316079837, 0.08627667030175945, 0.10635414104687378, -0.1065384449651113, 0.10458271491845955, -0.10653844496384654, 0.10652262142473018, -0.08627666881104541, 0.0880655570666999, 0.08823241729855039, 0.10459837964911284, 0.08627649603662071, 0.08644368786480638, 0.10653698509062726, 0.10474973100010272, -0.10458271328585024, 0.08823241596016526, 0.10653860361873156, 0.10653844496385997, 0.10636996754367115, 0.10653846043647007, -0.1065386205819498, 0.10652262009967074, 0.08644368785146819, -0.10653862072245077, 0.10653844644261683, 0.08804809791033588, -0.08806392292822252, -0.10653862072246434, -0.08804955778217455, 0.08627649454590774, -0.08804793762434411, 0.10653862072119943, 0.10653846043508829, -0.0862766531992916, -0.10652263541708347, -0.10635412705440232, 0.08627813016165198, 0.1065384605889297, 0.10653698495149452, 0.08629397080475092, -0.10653698510533594, 0.1065384605889297, 0.10635577812807252, 0.1065226370496816, 0.10653860511209125, -0.08627651163366706, 0.1063541270544134, 0.10653861908985393, 0.10653846206769879, -0.08646114849856877, 0.10653860361861207, 0.10476701751048223, 0.08627667028844378, 0.08627665319929148, 0.10637158753571627, 0.10475119233876541, -0.10476703282802304, -0.10653844496384773, -0.10476719311525755, 0.1063714428748052, -0.10653846206769749, -0.10476701737009828, -0.10474971685642545, 0.10458253915984402, 0.10653682481934298, -0.10653862072246313, 0.10653696800148617, -0.10653860375899603, -0.08627651016822482, 0.08627651164837571, 0.0880480979103372, -0.1065384449638477, 0.106536985103954, 0.10653698496620449, -0.08627649617701695, 0.10475119383086266, 0.08804793776209116]
Richard_Burke	[0.1034144443337254, -0.10341261899985521, -0.1034126188339882, 0.08388363661421033, 0.10323699805846423, 0.10341263541348554, 0.10154050062157648, 0.10136488143333325, -0.10341281226116601, -0.10323701637666598, 0.10341261901607672, -0.08555946621866457, 0.08388383004330406, 0.10341279586375736, 0.08555944610184038, -0.10341261883384704, 0.10321812099553725, 0.10321813737848312, -0.10321829591118097, -0.10341279587999318, -0.083883636448186, -0.10323699981018396, -0.10323517450827203, 0.0838854619161061, 0.0857746486026165, -0.10154050240556402, -0.1032370163750629, -0.10323701637666428, 0.10321812097964334, 0.0855801507675403, 0.08577466693543666, -0.08388363661436597, 0.08388563719591241, -0.10323517450682625, 0.10341261706443093, -0.10323684146119083, -0.10321813756236273, 0.1032370163912827, -0.08556127335505467, -0.08388363466432328, 0.1032370163750467, 0.10154048407258837, 0.08577466693557767, -0.10323519090728378, -0.10323701654269035, -0.08555962491721482, -0.10323519088960202, -0.10341463774661379, 0.1032369998100106, 0.1032351926574007, 0.10321629551187869, -0.10323701637522022, -0.0838838300431324, 0.10321831424238373, -0.10323501595968025, -0.08558016891665592, 0.10323701815906676, -0.1032351926574007, 0.10323684127910383, 0.1013630561124639, 0.10323682312835603, -0.10323699806008166, 0.10323699999371687, -0.10323699804222669, -0.10134417694986148, -0.10323701637521851, 0.10323682136057041, -0.10321629551172305, 0.1032162937439245, 0.1032181209973089, 0.08558017068605754, -0.10323699822433127, -0.10323701815906676, -0.1032368395113036, 0.10321831602640362, -0.10321648875693902, 0.10323701637521851, -0.1032370163752025, 0.10321629532817257, 0.10323519089138986, 0.1015406792532448, -0.10156102807202774, -0.10321831424400267, 0.10323701814444851, -0.10323701637504841, 0.10323699804222825, -0.10321648875709467, -0.10323701637506291, 0.10323683969340676, -0.10321812081346488, 0.10323701655715142, -0.10321648894081523, -0.10323519284126245, 0.10341261724653408, -0.10154050045569157, -0.10323699804400144, -0.10154050238772663, -0.10323683951278, -0.10341263539742135, -0.1013630559478853]
Baby	[-0.10427674514720457, -0.08626538930798854, 0.0843788862533343, 0.10427823956733515, 0.10427657341082124, -0.10240747594394933, -0.10426100543671162, -0.10427841130370423, -0.10427657183692145, -0.10409759829350043, 0.10427657327813257, 0.10426100543669586, 0.0843803956989929, 0.08455952593942324, -0.10427672997514066, -0.10427823943463238, 0.10427658685984093, -0.10427823797830744, -0.10427657183707116, -0.1042784112885603, -0.10427839613032946, -0.1023915647940616, 0.08626538771763582, -0.0861019818691169, -0.10427841128856043, 0.0843805523958669, -0.10427658845033043, 0.08626538770514497, 0.10411316467846007, -0.10411316598579437, 0.08438039556630589, -0.10427657326298877, -0.10426084744647318, 0.08626556102936624, 0.08438055082211844, -0.1041131646938904, 0.08437871294437653, -0.10427657182179352, 0.10427658845019525, -0.10427658699516529, 0.10238989704705667, 0.10427657183693596, 0.10411483229143573, -0.0843803956990073, -0.08610198042793468, 0.10255514223111974, -0.10427825315035422, -0.10411316467861115, -0.10427840984736354, -0.10427657182310425, -0.08626538770381836, -0.10239156320372167, -0.10427658830236426, -0.10427658684587265, -0.10427657182311864, -0.1040975816649764, 0.10240730276636928, 0.10426100558454257, 0.10427657341066868, 0.10427841128856179, -0.10411316598708921, 0.10427841128842509, -0.08608624230646944, -0.08626555957289023, 0.10411316454458173, 0.10427672851880135, -0.08608624086527271, -0.1041131645307644, 0.1042765884350513, 0.10427657183707116, 0.10427674514734123, -0.10411316597182446, -0.1024073043553985, -0.10426100557072525, -0.10427657327811694, -0.10411316454590698, 0.08610215359035642, 0.10239173492481148, 0.08610198041265542, 0.10427657183693596, 0.08626538929284747, 0.10411333770833157, -0.10427658843636203, 0.08626538929286061, 0.1042767451320765, 0.10427657183692021, -0.10427658699387046, -0.10426083240682434, -0.10426098897126754, -0.10257088322116109, 0.1025549704960456, -0.10427841115454665, 0.1042767436907287, 0.10255514367245316, -0.08624982145142497, -0.10255514382014745, 0.1023917365152881, 0.10427841130370423, -0.10255497051002993, -0.10427825459156685]
Murray	[-0.10538517100036159, -0.08497852862701845, 0.08498020342798211, 0.08678380856854648, -0.08694073998281664, 0.10538517100047357, 0.10536888632876919, -0.10553886923817525, -0.10376766030066323, 0.10357818797008432, 0.10555666979073876, 0.10536721166958651, 0.10357986264393296, 0.10555499513166697, -0.10553872468022502, 0.10357818798359884, 0.10357818650845302, 0.10555666979075033, 0.08694072725111533, -0.10555668399888204, -0.10555668266540441, -0.08695699624081427, -0.10357987685080225, 0.10357818798359775, 0.10555652229705974, -0.10555499365769391, 0.10375138984921063, -0.08695685153979939, -0.10536890054901885, -0.10555668398549098, 0.10555668399759854, -0.10376597130390977, -0.10357820085709189, -0.10536721034845081, 0.10357833254282307, -0.08695701190941597, 0.10374969950685102, 0.08497851442015973, 0.08515002889255281, 0.08676753811709287, -0.10555668386932132, -0.10555666831676573, 0.10538515533069806, -0.10536722588866358, -0.1053851710004619, 0.1037676602884343, -0.10555653795217015, -0.10536721020654728, 0.10555653649040382, 0.08693905112900528, -0.08497851575224091, -0.08695685032247975, -0.10554026750081687, -0.10555668399875959, 0.10376765895506865, -0.10376596995819164, -0.08515002755791436, 0.10538517100047357, 0.10555666979202333, 0.08676755233746618, 0.10555668387049302, -0.08695701043415946, -0.1055387375524335, -0.10554041354742842, 0.08676753811710453, 0.10555652362926435, -0.10553873887356921, 0.10553872321847034, -0.10555668253595467, 0.08678549744915152, -0.08693906532237172, 0.08497851589414444, -0.10357973080535163, -0.10374986122091392, -0.10553872466671149, 0.10357818797008424, 0.10376598549853955, 0.1055565379534314, 0.10555652229705974, 0.10555668398548029, 0.1035783482236558, 0.08499647521280147, -0.10555668399888204, 0.10555668399888106, 0.10554041353507485, -0.10554025197387161, -0.08498005739477327, 0.08676755233629348, -0.10357987685080225, 0.10538362669122038, 0.08497851441888583, 0.08497866045325679, -0.10374970098199565, 0.10376765882539507, 0.1055566826532748, -0.08676906821949791, -0.10555668386932032, 0.10536721021890084, -0.10359447264191116, 0.08694057974380871]
